Age,Income,Education_Level,Work_Experience,Purchase_Decision
47.0,79714.72,Master,22.0,1
25.0,37877.27,Bachelor,2.0,0
51.0,55222.14,Bachelor,12.0,1
64.0,56273.55,Bachelor,17.0,0
26.0,25786.35,High School,0.0,0
37.0,,,8.0,1
57.0,33667.38,High School,4.0,0
42.0,66225.7,Master,10.0,1
36.0,,High School,14.0,0
22.0,49722.48,Bachelor,1.0,0
28.0,42195.96,High School,10.0,0
32.0,44773.15,Bachelor,4.0,0
25.0,40074.47,Bachelor,3.0,0
36.0,53526.57,Bachelor,13.0,1
40.0,62873.25,Bachelor,4.0,1
44.0,93961.67,Master,26.0,1
57.0,71716.37,Bachelor,23.0,1
49.0,75505.78,Bachelor,31.0,1
43.0,59361.1,Master,,1
44.0,63921.84,High School,25.0,1
,72002.34,Bachelor,14.0,1
,82668.86,Bachelor,28.0,1
46.0,44258.41,Bachelor,3.0,0
56.0,49643.25,Bachelor,9.0,0
58.0,70432.42,Bachelor,27.0,1
50.0,34875.78,High School,8.0,0
36.0,,Bachelor,9.0,1
54.0,61422.98,Master,3.0,1
36.0,45701.96,Bachelor,3.0,0
50.0,68276.33,Bachelor,5.0,1
64.0,64110.37,,25.0,0
33.0,66318.49,Master,7.0,1
,65107.97,High School,15.0,0
24.0,48778.97,Bachelor,3.0,0
43.0,86159.71,PhD,15.0,1
49.0,54421.13,Bachelor,5.0,1
29.0,37406.65,Bachelor,0.0,0
25.0,40842.39,Bachelor,4.0,0
22.0,29930.65,,0.0,0
59.0,82863.7,Master,18.0,1
45.0,53853.29,High School,17.0,1
,46194.73,Bachelor,0.0,0
43.0,48805.91,High School,16.0,0
22.0,58009.35,Master,3.0,0
39.0,41876.04,,11.0,0
32.0,,Bachelor,11.0,1
30.0,50592.69,Bachelor,5.0,0
45.0,54131.41,,6.0,1
50.0,55054.48,Bachelor,7.0,1
60.0,52185.04,Bachelor,2.0,0
40.0,55798.31,Bachelor,16.0,1
50.0,,Bachelor,20.0,1
60.0,69740.93,Bachelor,7.0,0
35.0,55355.66,Bachelor,10.0,1
47.0,51226.75,,19.0,0
43.0,91405.98,PhD,17.0,1
33.0,58662.73,Bachelor,15.0,1
30.0,51601.8,High School,8.0,0
56.0,45415.61,Bachelor,8.0,0
50.0,61652.19,Master,2.0,1
43.0,44160.95,,15.0,0
65.0,49422.06,Bachelor,11.0,0
18.0,48434.59,Bachelor,0.0,0
55.0,43798.7,High School,14.0,0
,59128.4,Master,0.0,0
23.0,43886.82,,3.0,0
63.0,56727.38,High School,22.0,0
55.0,92575.12,Master,26.0,1
59.0,83488.0,Bachelor,38.0,1
41.0,64876.16,Master,,1
35.0,45070.2,Bachelor,4.0,0
,69453.82,Bachelor,,1
58.0,98702.79,Master,36.0,0
25.0,,,7.0,0
,78472.67,Master,20.0,1
27.0,58023.22,Bachelor,0.0,0
34.0,40498.23,High School,10.0,0
46.0,72344.05,,,1
23.0,37979.71,High School,1.0,0
31.0,51362.16,Bachelor,11.0,0
39.0,49811.14,Bachelor,9.0,1
23.0,78853.16,PhD,4.0,1
43.0,,High School,23.0,0
56.0,67712.44,Bachelor,24.0,1
29.0,25708.94,High School,0.0,0
52.0,58253.62,Bachelor,16.0,1
31.0,37468.81,Bachelor,0.0,0
39.0,39565.93,Bachelor,0.0,0
40.0,57800.06,Master,0.0,1
65.0,62974.89,Master,8.0,0
24.0,27152.69,High School,2.0,0
57.0,69919.83,Bachelor,24.0,1
42.0,62073.03,,3.0,1
30.0,48395.46,Bachelor,8.0,0
38.0,53957.54,High School,13.0,0
58.0,52593.07,Bachelor,14.0,0
27.0,54040.97,Bachelor,5.0,0
26.0,51150.95,Bachelor,,0
32.0,72602.62,Master,8.0,1
19.0,46914.46,Bachelor,,0
,61277.37,High School,22.0,1
30.0,35177.23,,8.0,0
51.0,72193.12,Master,3.0,1
51.0,79759.54,PhD,9.0,1
52.0,76743.89,Bachelor,34.0,1
55.0,45819.63,Bachelor,8.0,0
20.0,60845.55,Master,2.0,0
59.0,63603.46,Bachelor,15.0,0
23.0,63535.51,Master,0.0,0
65.0,,Master,17.0,1
36.0,,Bachelor,9.0,1
20.0,48287.8,Bachelor,,0
35.0,44313.76,,14.0,0
56.0,,High School,14.0,0
26.0,68509.82,Master,7.0,1
29.0,63338.57,Master,5.0,1
22.0,78233.7,Bachelor,1.0,0
20.0,68457.13,Bachelor,0.0,0
28.0,29774.32,High School,5.0,0
47.0,55942.95,High School,29.0,1
21.0,38077.76,Bachelor,0.0,0
22.0,,,3.0,0
18.0,46281.8,Bachelor,0.0,0
44.0,38526.59,High School,1.0,0
45.0,93296.74,PhD,21.0,1
46.0,69340.84,Bachelor,15.0,1
35.0,72639.53,Master,17.0,1
29.0,55762.23,Bachelor,4.0,0
30.0,23608.96,High School,0.0,0
58.0,79533.5,Master,18.0,1
19.0,49773.36,Bachelor,1.0,0
54.0,64603.03,Bachelor,20.0,1
62.0,51462.12,Bachelor,12.0,1
33.0,56158.79,High School,6.0,0
65.0,64673.79,Bachelor,23.0,0
41.0,99711.92,Master,22.0,1
52.0,,High School,22.0,1
39.0,49507.21,High School,10.0,0
53.0,63221.69,Master,1.0,1
28.0,28156.37,High School,5.0,0
,48470.78,Bachelor,10.0,0
46.0,56054.07,Bachelor,14.0,1
52.0,45305.47,,8.0,0
65.0,56404.63,,,0
32.0,39360.5,High School,9.0,0
48.0,57422.24,High School,26.0,1
59.0,80060.83,Bachelor,,1
58.0,76877.15,Bachelor,27.0,1
60.0,65015.52,Bachelor,22.0,1
33.0,54677.24,Bachelor,10.0,1
27.0,31862.42,High School,7.0,0
49.0,40960.34,High School,13.0,0
19.0,90164.98,,1.0,1
41.0,51880.95,Bachelor,2.0,0
40.0,61272.08,Bachelor,20.0,1
19.0,43696.07,High School,0.0,0
55.0,46289.7,High School,12.0,0
,,Bachelor,7.0,0
57.0,96340.4,Master,33.0,1
43.0,70282.11,Master,9.0,1
46.0,99827.11,Master,22.0,1
20.0,60984.95,Master,0.0,0
31.0,54212.39,Master,0.0,1
42.0,44488.33,Bachelor,3.0,0
65.0,78295.33,High School,45.0,0
18.0,59718.19,Master,,0
20.0,31689.31,High School,,0
43.0,52183.71,High School,17.0,0
35.0,40091.94,High School,1.0,0
26.0,52307.5,Bachelor,5.0,0
55.0,40291.88,Bachelor,2.0,0
40.0,62402.87,High School,19.0,1
38.0,63424.05,Bachelor,,1
18.0,57553.98,Master,0.0,0
38.0,55010.98,Bachelor,12.0,1
44.0,73020.15,Master,16.0,1
59.0,39691.68,,13.0,0
23.0,,High School,5.0,0
61.0,68387.8,Bachelor,21.0,1
53.0,74360.74,Bachelor,28.0,1
45.0,74553.14,,17.0,1
62.0,62516.13,Master,1.0,0
34.0,64726.93,Master,,1
57.0,86367.53,Master,13.0,1
20.0,54030.69,Bachelor,1.0,1
29.0,36596.8,High School,9.0,0
56.0,48082.05,Bachelor,7.0,0
29.0,39662.74,High School,6.0,0
19.0,25510.18,High School,0.0,0
63.0,58282.9,High School,25.0,0
39.0,63700.18,Bachelor,18.0,1
40.0,45297.64,High School,14.0,0
47.0,67218.31,High School,21.0,1
22.0,44569.18,Bachelor,1.0,0
26.0,54601.02,Bachelor,5.0,0
38.0,,Bachelor,4.0,0
28.0,45604.03,Bachelor,2.0,0
22.0,,High School,0.0,0
52.0,59825.14,High School,32.0,1
44.0,24064.89,High School,0.0,0
19.0,52207.22,Master,1.0,0
41.0,46451.6,Bachelor,6.0,0
48.0,60702.72,High School,27.0,1
50.0,59334.12,Bachelor,16.0,1
56.0,72227.27,PhD,5.0,1
47.0,103150.75,Bachelor,19.0,1
63.0,108943.85,Master,43.0,1
54.0,49989.15,High School,19.0,0
45.0,54880.13,,14.0,0
48.0,80545.74,Master,12.0,1
28.0,46992.03,Bachelor,4.0,0
40.0,43987.57,Bachelor,1.0,0
19.0,61182.31,Bachelor,0.0,0
57.0,62684.83,Bachelor,17.0,1
58.0,82858.11,Bachelor,27.0,0
44.0,,High School,3.0,0
52.0,44434.63,Bachelor,5.0,1
19.0,,Master,1.0,0
56.0,59892.63,Bachelor,8.0,1
54.0,60267.26,Bachelor,19.0,1
38.0,60476.19,Bachelor,12.0,1
22.0,74734.48,PhD,4.0,1
62.0,79968.05,Bachelor,37.0,1
38.0,41245.19,Bachelor,3.0,0
46.0,61626.54,Master,5.0,1
37.0,85607.94,Master,17.0,1
55.0,61897.5,Bachelor,12.0,1
37.0,39728.26,Bachelor,2.0,0
,57371.83,,,1
19.0,39901.11,Bachelor,1.0,0
49.0,89568.46,Master,24.0,1
43.0,70804.75,Master,14.0,1
23.0,48435.24,High School,3.0,0
58.0,56162.29,Bachelor,14.0,0
20.0,40947.42,Bachelor,0.0,0
50.0,98701.12,PhD,25.0,1
18.0,46685.93,Bachelor,0.0,0
22.0,43362.5,Bachelor,4.0,0
,32028.74,High School,9.0,0
36.0,,,9.0,1
29.0,43089.74,High School,11.0,0
65.0,78151.36,Master,21.0,1
42.0,,Master,7.0,1
52.0,,Bachelor,20.0,1
29.0,49535.78,Bachelor,2.0,0
47.0,86478.85,Master,6.0,1
22.0,33275.97,High School,1.0,0
,,High School,26.0,1
39.0,74399.69,Master,2.0,1
56.0,64878.72,Master,1.0,1
30.0,88547.62,,12.0,1
64.0,56118.75,High School,23.0,0
,31163.94,High School,1.0,0
37.0,32151.18,High School,7.0,0
48.0,41064.07,High School,15.0,0
22.0,58684.4,Master,3.0,0
41.0,52034.25,High School,15.0,0
57.0,89181.38,Bachelor,33.0,1
50.0,39894.0,High School,10.0,0
25.0,53325.8,Bachelor,1.0,1
41.0,70570.38,PhD,0.0,1
37.0,34747.77,High School,10.0,0
33.0,48354.13,Bachelor,,0
29.0,,Bachelor,9.0,1
30.0,34621.24,High School,4.0,0
62.0,69404.81,Bachelor,8.0,0
59.0,54374.83,Bachelor,8.0,0
56.0,50727.12,Bachelor,0.0,0
42.0,,Master,6.0,1
,96162.76,Bachelor,43.0,1
49.0,53299.09,High School,26.0,1
41.0,69350.73,Bachelor,23.0,1
65.0,74480.34,High School,41.0,1
64.0,74418.25,Bachelor,15.0,0
,101705.99,Bachelor,37.0,1
26.0,46135.17,High School,2.0,0
57.0,87926.12,,24.0,1
40.0,72365.81,Master,18.0,1
30.0,62277.68,Master,1.0,1
49.0,69579.54,Bachelor,24.0,1
32.0,60594.37,Bachelor,14.0,1
53.0,86934.27,Master,28.0,1
22.0,57322.37,Bachelor,1.0,0
39.0,69812.26,Master,5.0,1
33.0,41122.03,High School,12.0,0
58.0,58867.46,High School,29.0,0
27.0,66272.12,Master,1.0,1
41.0,91202.87,Master,20.0,1
35.0,68965.62,Master,11.0,1
35.0,73409.11,Master,16.0,1
24.0,,High School,5.0,0
21.0,33138.81,High School,2.0,0
43.0,58824.5,Master,5.0,1
22.0,40869.99,High School,4.0,0
33.0,55128.82,Bachelor,11.0,1
52.0,57495.59,Bachelor,3.0,0
43.0,63118.08,High School,20.0,1
35.0,47608.38,High School,8.0,0
46.0,41768.53,Bachelor,4.0,0
40.0,63379.86,Master,9.0,1
31.0,57906.03,Bachelor,7.0,0
32.0,56673.98,Bachelor,6.0,0
50.0,41643.44,Bachelor,3.0,0
42.0,32482.37,High School,4.0,0
38.0,,High School,6.0,0
34.0,53014.54,Bachelor,5.0,0
40.0,48663.97,High School,12.0,0
60.0,79866.05,High School,41.0,1
34.0,64205.4,Bachelor,14.0,1
31.0,45404.56,Bachelor,2.0,0
46.0,47219.31,High School,17.0,0
37.0,,Bachelor,13.0,1
47.0,53491.55,Bachelor,2.0,0
36.0,37292.51,High School,10.0,0
56.0,66982.08,Master,,1
30.0,37237.29,,12.0,0
35.0,76074.09,Master,16.0,1
40.0,37291.31,High School,12.0,0
63.0,107462.27,Master,33.0,1
50.0,32286.94,High School,4.0,0
56.0,64219.24,Master,9.0,1
57.0,88426.44,Bachelor,31.0,1
35.0,51710.96,Bachelor,11.0,1
,41039.37,Bachelor,3.0,0
50.0,35517.89,High School,12.0,0
49.0,75418.34,Master,20.0,1
34.0,45312.23,High School,15.0,0
,57974.88,Master,,1
44.0,57699.24,High School,21.0,1
,,Bachelor,0.0,0
52.0,80908.51,Bachelor,31.0,1
54.0,51438.89,Bachelor,11.0,0
51.0,69146.77,High School,27.0,1
,74694.01,Master,12.0,1
42.0,70162.64,Master,11.0,1
21.0,60641.36,Master,1.0,0
27.0,49643.27,Bachelor,1.0,0
27.0,40304.85,Bachelor,2.0,0
41.0,53818.99,Bachelor,12.0,1
38.0,22030.64,High School,1.0,1
28.0,60154.91,Master,2.0,0
44.0,55964.66,Bachelor,8.0,1
33.0,49080.9,Bachelor,3.0,0
43.0,48540.1,Bachelor,0.0,0
47.0,78974.04,Bachelor,26.0,1
33.0,72530.26,,12.0,1
24.0,48290.43,Bachelor,1.0,0
33.0,74304.8,Bachelor,14.0,1
,87411.49,Master,18.0,1
33.0,59594.49,Bachelor,8.0,1
57.0,61810.27,High School,30.0,1
29.0,35926.41,High School,8.0,0
52.0,55135.1,High School,15.0,0
38.0,49764.56,Bachelor,10.0,1
,75501.47,,14.0,1
,56729.8,Bachelor,5.0,0
65.0,59455.95,Bachelor,13.0,0
34.0,63367.1,Master,5.0,1
,85082.72,Master,18.0,1
58.0,89543.34,Bachelor,36.0,1
23.0,37289.84,High School,2.0,1
41.0,52881.95,High School,3.0,0
,56685.81,High School,25.0,1
37.0,42185.72,High School,8.0,0
42.0,36375.02,High School,8.0,0
19.0,37876.82,Bachelor,0.0,0
26.0,35891.12,High School,7.0,0
45.0,38878.58,High School,14.0,0
55.0,66588.43,High School,36.0,1
20.0,48457.47,Bachelor,1.0,0
37.0,69218.89,Bachelor,19.0,1
23.0,55721.5,Bachelor,1.0,0
56.0,78035.52,High School,34.0,1
50.0,72971.67,Bachelor,28.0,1
18.0,33621.27,High School,0.0,0
54.0,58938.63,High School,,0
23.0,59236.06,Master,3.0,0
62.0,98582.89,PhD,20.0,1
51.0,46297.68,Bachelor,6.0,0
64.0,94850.6,Master,22.0,1
32.0,55216.7,Bachelor,7.0,0
62.0,63828.22,High School,20.0,1
,73398.29,PhD,0.0,1
,36110.47,High School,10.0,0
24.0,,Bachelor,0.0,0
63.0,53582.49,High School,24.0,0
48.0,75691.64,Bachelor,30.0,1
41.0,75003.76,Bachelor,22.0,1
48.0,58114.21,Bachelor,11.0,1
46.0,41424.17,High School,5.0,0
59.0,45203.35,Bachelor,4.0,0
49.0,75538.71,,20.0,1
34.0,72234.87,PhD,0.0,1
31.0,60390.58,,5.0,1
57.0,71224.03,Bachelor,29.0,1
53.0,43082.45,High School,17.0,0
,63316.75,Master,7.0,0
41.0,57013.27,High School,23.0,1
62.0,54212.64,High School,25.0,0
44.0,73927.96,Bachelor,7.0,1
42.0,79866.89,Master,14.0,1
49.0,44840.96,High School,18.0,0
35.0,36442.86,,9.0,0
63.0,68887.55,Bachelor,23.0,1
35.0,48420.53,High School,15.0,0
54.0,72494.5,Bachelor,30.0,1
,72227.7,Bachelor,11.0,1
,67784.96,Bachelor,3.0,0
52.0,72200.73,High School,,1
25.0,41824.3,High School,2.0,0
37.0,,Master,,1
59.0,103219.63,Master,39.0,1
39.0,34200.44,High School,9.0,0
36.0,45550.54,High School,12.0,0
47.0,48814.86,High School,17.0,0
,63337.2,Bachelor,12.0,1
52.0,55629.87,Bachelor,14.0,1
60.0,82541.14,Bachelor,29.0,1
28.0,48761.09,Bachelor,7.0,1
48.0,69949.85,Bachelor,26.0,1
65.0,86210.38,,26.0,1
56.0,45977.54,High School,18.0,0
53.0,41413.14,High School,9.0,0
47.0,46898.88,High School,11.0,0
40.0,67741.12,Master,13.0,1
36.0,60733.27,Master,5.0,1
29.0,52396.49,Bachelor,4.0,0
32.0,42595.75,High School,7.0,0
48.0,39531.85,High School,8.0,0
60.0,58966.26,High School,26.0,0
54.0,46162.53,Bachelor,6.0,0
54.0,,High School,5.0,0
32.0,32367.54,High School,5.0,0
46.0,41491.77,,0.0,0
60.0,51590.85,High School,20.0,0
43.0,61381.81,Bachelor,13.0,0
61.0,74716.69,High School,37.0,1
19.0,63474.02,Master,1.0,1
37.0,62285.09,Bachelor,16.0,1
32.0,70661.2,Master,14.0,1
21.0,62575.89,Bachelor,2.0,0
39.0,57712.68,Master,4.0,1
55.0,65942.93,Master,10.0,1
40.0,50005.12,Bachelor,4.0,0
,68515.04,Master,11.0,1
,57127.67,Bachelor,,0
45.0,70753.87,Bachelor,23.0,1
19.0,32105.15,High School,0.0,0
25.0,42097.24,Bachelor,0.0,0
46.0,42886.51,Bachelor,5.0,0
28.0,89326.99,Master,5.0,1
54.0,31001.19,High School,1.0,0
35.0,40054.81,Bachelor,1.0,0
31.0,33731.41,High School,5.0,0
,57368.18,Bachelor,7.0,0
52.0,22650.29,,1.0,0
26.0,67791.62,Master,8.0,1
52.0,44324.91,,,0
28.0,32587.55,High School,8.0,0
61.0,106212.12,Master,35.0,0
29.0,42693.4,Bachelor,3.0,0
20.0,40962.84,High School,2.0,0
56.0,68028.65,Bachelor,23.0,1
31.0,33883.95,High School,1.0,0
45.0,106268.68,PhD,26.0,1
28.0,49064.35,Bachelor,4.0,0
56.0,29022.02,High School,1.0,0
42.0,60700.62,Bachelor,14.0,1
38.0,44616.22,High School,10.0,0
27.0,77462.95,Master,,1
60.0,81710.54,Master,22.0,1
32.0,82244.77,Master,2.0,1
36.0,67221.56,Bachelor,14.0,1
,73918.72,Bachelor,,1
39.0,52332.77,High School,18.0,0
38.0,50327.71,Bachelor,12.0,1
61.0,90392.03,Bachelor,22.0,1
49.0,61487.45,Bachelor,11.0,1
40.0,72887.9,Master,16.0,1
,31631.33,,8.0,0
22.0,38316.55,High School,4.0,0
21.0,26749.66,High School,1.0,0
45.0,49203.38,,18.0,0
31.0,34558.45,High School,6.0,0
25.0,49780.49,Bachelor,6.0,0
26.0,41520.96,Bachelor,4.0,0
52.0,64875.21,High School,23.0,1
54.0,63770.13,Master,7.0,1
38.0,39809.6,,11.0,0
35.0,49017.86,Bachelor,8.0,0
50.0,74723.1,Bachelor,21.0,1
25.0,42935.9,Bachelor,3.0,0
34.0,67690.46,Master,12.0,1
60.0,72436.07,High School,33.0,1
48.0,43800.93,Bachelor,2.0,0
51.0,92957.36,Master,27.0,1
23.0,41266.31,Bachelor,1.0,0
39.0,43782.94,High School,17.0,0
,45665.37,Bachelor,4.0,0
20.0,51686.91,Bachelor,1.0,0
29.0,65384.79,Master,8.0,1
53.0,76022.54,High School,33.0,1
29.0,33900.06,High School,7.0,0
62.0,87099.38,Bachelor,,1
19.0,28481.75,High School,1.0,0
19.0,26765.54,High School,1.0,0
32.0,27284.61,High School,3.0,0
40.0,51702.71,High School,22.0,1
46.0,33471.32,,4.0,0
34.0,,Master,3.0,0
49.0,49827.15,High School,22.0,0
24.0,34692.08,High School,3.0,0
47.0,44144.43,High School,18.0,0
45.0,74844.9,Master,14.0,1
31.0,72935.22,Master,8.0,1
61.0,103916.55,Master,,1
47.0,35749.99,High School,12.0,0
34.0,63146.83,Master,4.0,1
49.0,72533.72,Bachelor,11.0,1
63.0,61429.79,High School,,0
,38199.34,Bachelor,1.0,0
41.0,66815.15,Master,6.0,1
23.0,58275.07,Master,3.0,0
44.0,81196.98,Master,22.0,1
35.0,59960.24,Master,4.0,1
41.0,55926.21,High School,19.0,1
54.0,57356.95,Bachelor,10.0,0
41.0,50733.0,High School,17.0,0
55.0,86360.46,Master,22.0,1
51.0,46642.42,High School,19.0,0
57.0,76223.54,Master,19.0,1
64.0,49822.84,Bachelor,10.0,0
32.0,,Bachelor,,0
28.0,30914.84,High School,8.0,0
39.0,64352.07,Bachelor,16.0,1
41.0,88338.87,Master,14.0,1
18.0,,High School,0.0,0
35.0,64631.17,Bachelor,,0
61.0,73656.31,High School,41.0,1
29.0,44254.14,Bachelor,3.0,0
60.0,59594.09,High School,27.0,0
45.0,58138.44,High School,26.0,1
57.0,93791.92,Master,28.0,1
24.0,59908.14,Bachelor,4.0,0
40.0,,High School,19.0,0
38.0,71379.64,Bachelor,16.0,1
51.0,,High School,1.0,0
28.0,28419.88,High School,5.0,0
39.0,66427.37,Bachelor,19.0,1
59.0,43503.39,High School,12.0,0
52.0,,Bachelor,,1
46.0,56082.27,Bachelor,2.0,0
59.0,70315.43,Master,7.0,1
45.0,97522.51,Master,27.0,1
35.0,45306.8,High School,8.0,0
31.0,45853.97,Bachelor,6.0,0
35.0,71144.98,Bachelor,17.0,1
45.0,,High School,7.0,0
41.0,70203.6,,10.0,1
25.0,60314.18,Master,4.0,1
59.0,42337.69,Bachelor,4.0,0
62.0,,,6.0,0
25.0,37538.96,High School,4.0,0
21.0,42134.67,Bachelor,3.0,0
44.0,78275.44,Master,17.0,1
53.0,78613.24,Bachelor,27.0,1
22.0,,High School,,0
50.0,60661.24,Bachelor,11.0,1
51.0,71657.81,Bachelor,28.0,1
47.0,50213.15,Bachelor,10.0,1
25.0,52114.2,,4.0,0
56.0,43989.32,Bachelor,5.0,0
64.0,74867.27,Bachelor,20.0,1
43.0,67286.43,Master,9.0,1
54.0,62262.22,High School,31.0,1
51.0,102276.82,Master,32.0,1
24.0,43006.6,Bachelor,0.0,0
57.0,46185.18,,2.0,0
45.0,81432.36,,24.0,1
56.0,,Bachelor,17.0,1
56.0,83247.46,Master,9.0,1
45.0,52282.79,High School,20.0,0
31.0,35354.35,High School,8.0,0
55.0,54075.59,Bachelor,7.0,0
21.0,53029.37,Master,1.0,0
59.0,103047.9,Master,36.0,1
35.0,45042.87,,8.0,0
61.0,79555.44,Bachelor,32.0,1
65.0,48581.86,Bachelor,9.0,1
42.0,85928.98,PhD,7.0,1
24.0,41018.94,Bachelor,1.0,0
55.0,,Bachelor,24.0,1
45.0,61887.13,Bachelor,9.0,1
22.0,,Bachelor,0.0,0
20.0,43476.24,Bachelor,1.0,0
61.0,97152.79,,18.0,1
48.0,49954.28,Bachelor,9.0,1
64.0,57422.7,Master,2.0,0
59.0,61861.39,High School,,0
37.0,68526.85,Bachelor,18.0,1
36.0,68698.13,Bachelor,18.0,1
65.0,94723.82,Bachelor,46.0,1
28.0,63063.9,Master,8.0,1
57.0,62186.79,High School,16.0,0
20.0,28495.48,High School,1.0,0
40.0,62057.05,Bachelor,13.0,1
24.0,26143.84,High School,2.0,0
40.0,92642.94,PhD,22.0,1
24.0,27339.4,High School,1.0,0
63.0,70325.6,Bachelor,10.0,0
51.0,42687.67,,10.0,1
59.0,58801.43,Bachelor,11.0,0
36.0,49187.46,Bachelor,7.0,0
26.0,37024.78,,8.0,0
65.0,51873.71,Bachelor,7.0,0
35.0,60139.17,Bachelor,13.0,1
58.0,93903.8,PhD,,1
65.0,79943.68,,35.0,1
62.0,66338.88,Bachelor,,0
59.0,,PhD,4.0,1
42.0,66624.13,Master,2.0,1
31.0,91050.15,PhD,8.0,1
61.0,102026.78,PhD,19.0,1
42.0,70181.51,Bachelor,17.0,1
36.0,,Bachelor,18.0,1
56.0,49250.05,High School,18.0,0
32.0,55699.47,Bachelor,4.0,0
33.0,74524.15,Master,15.0,1
44.0,48606.74,Bachelor,0.0,0
57.0,44492.51,Bachelor,4.0,0
27.0,47577.38,Bachelor,7.0,0
21.0,32048.24,High School,2.0,0
,86860.74,Master,14.0,1
45.0,77237.46,Bachelor,25.0,1
38.0,,High School,11.0,0
64.0,90942.24,Master,24.0,1
31.0,58593.99,Bachelor,11.0,1
50.0,92630.29,Master,32.0,1
65.0,,Bachelor,45.0,1
27.0,38748.3,Bachelor,1.0,0
36.0,81071.81,Master,,1
47.0,57529.96,Bachelor,5.0,1
39.0,53283.5,Bachelor,0.0,0
20.0,28712.87,High School,2.0,0
54.0,70809.74,Master,14.0,1
58.0,45566.54,High School,12.0,0
35.0,53579.31,Master,1.0,1
28.0,40431.65,Bachelor,3.0,0
65.0,88639.75,Bachelor,,1
19.0,58852.82,Master,0.0,0
29.0,,High School,8.0,0
23.0,40810.17,Bachelor,3.0,0
60.0,88338.82,Master,11.0,1
57.0,80907.46,Master,24.0,1
61.0,93183.44,Bachelor,32.0,1
46.0,87448.71,Bachelor,27.0,0
47.0,70483.24,Master,4.0,1
19.0,,Master,1.0,0
26.0,64520.92,Master,3.0,1
64.0,88422.05,Bachelor,42.0,1
19.0,70256.98,PhD,1.0,1
46.0,50519.76,Bachelor,8.0,1
50.0,44291.48,High School,13.0,0
27.0,,Bachelor,2.0,0
51.0,31885.99,High School,4.0,0
61.0,53009.4,High School,25.0,0
25.0,48627.19,High School,,0
54.0,50373.13,,17.0,0
50.0,83961.44,Bachelor,20.0,1
64.0,67914.23,,38.0,0
23.0,27323.88,High School,4.0,0
61.0,46986.89,High School,9.0,0
57.0,30588.0,High School,4.0,0
,49913.87,High School,,0
36.0,64127.31,Bachelor,12.0,1
49.0,103654.84,PhD,26.0,1
44.0,76192.62,Master,19.0,1
18.0,53639.59,Master,,0
60.0,64313.13,High School,33.0,1
50.0,44021.36,High School,13.0,0
57.0,43118.46,High School,9.0,0
49.0,85904.66,,27.0,1
22.0,25172.14,High School,1.0,0
34.0,50690.27,Bachelor,10.0,1
25.0,56754.75,High School,2.0,0
59.0,66161.7,,34.0,1
51.0,97110.94,PhD,18.0,1
26.0,73816.19,Master,7.0,1
40.0,79224.01,Master,21.0,1
52.0,46690.06,Bachelor,0.0,0
24.0,65199.03,Master,,1
32.0,52891.87,Bachelor,12.0,1
,72177.9,Master,14.0,1
42.0,47288.33,High School,13.0,0
20.0,44378.64,Bachelor,2.0,0
63.0,104505.72,Bachelor,44.0,1
41.0,57872.98,Bachelor,17.0,1
51.0,105069.83,Master,31.0,1
63.0,90405.92,PhD,15.0,1
39.0,47322.97,Bachelor,5.0,0
28.0,58364.96,Bachelor,9.0,0
65.0,60844.97,Bachelor,16.0,0
25.0,58900.61,Master,0.0,0
56.0,53077.11,Bachelor,3.0,0
60.0,47100.06,High School,14.0,0
52.0,89180.55,Bachelor,32.0,1
63.0,,High School,38.0,1
55.0,71226.67,Master,9.0,1
25.0,64439.82,,6.0,0
54.0,,Bachelor,32.0,1
44.0,80058.76,Master,16.0,1
45.0,46991.52,High School,11.0,0
57.0,59976.93,High School,16.0,0
51.0,63651.34,Bachelor,15.0,0
49.0,58131.91,High School,,1
,55430.76,Bachelor,,1
61.0,85947.81,PhD,2.0,1
34.0,75946.84,Master,11.0,1
,89462.71,Master,29.0,1
64.0,108185.64,Master,45.0,1
63.0,89733.25,Bachelor,40.0,1
33.0,30871.94,High School,2.0,0
46.0,57751.82,High School,25.0,0
26.0,65238.35,Master,6.0,1
50.0,54809.92,Bachelor,,1
46.0,50813.87,High School,19.0,0
30.0,51130.77,Bachelor,0.0,0
38.0,52407.25,Bachelor,4.0,0
38.0,,Bachelor,7.0,1
22.0,69680.74,Master,,1
27.0,56425.69,Bachelor,9.0,0
23.0,57041.87,Master,3.0,0
30.0,46298.17,,2.0,0
,39634.5,Bachelor,0.0,0
37.0,71449.64,,14.0,1
64.0,72205.81,Master,13.0,1
63.0,,High School,29.0,0
25.0,33743.3,High School,7.0,0
27.0,56512.7,Bachelor,7.0,0
26.0,74047.13,Bachelor,7.0,1
58.0,115267.25,Bachelor,33.0,1
20.0,59215.21,,,0
28.0,25369.09,High School,2.0,0
29.0,49796.25,Bachelor,3.0,0
27.0,33828.03,High School,1.0,0
42.0,86848.89,Master,17.0,1
42.0,97786.63,PhD,18.0,1
28.0,,Bachelor,0.0,0
53.0,23311.49,High School,2.0,0
56.0,108997.08,Master,34.0,1
43.0,49993.67,Bachelor,0.0,0
31.0,,Bachelor,2.0,0
56.0,,Master,35.0,1
57.0,135487.17,PhD,37.0,1
18.0,51568.87,Bachelor,0.0,0
21.0,44063.91,Bachelor,2.0,0
47.0,50557.38,,22.0,0
